Bank Servicer(Y/N),Orig LTV Description,Credit Score Description,Factor Date,Weighted Average Gross Coupon ,CPR 1M,CDR 1M,CCR 1M (Curtailment)
N,LowLTV,HighFICO,11/1/2017,3.822523794,9.396320281,,1.072963779
Y,LowLTV,HighFICO,11/1/2017,3.816311001,8.887440114,,1.245049064
N,LowLTV,HighFICO,10/1/2017,3.819916365,10.80294064,,1.083135948
Y,LowLTV,HighFICO,10/1/2017,3.814806345,9.838302572,,1.205994014
N,LowLTV,HighFICO,9/1/2017,3.814280185,9.907833623,,1.076310267
Y,LowLTV,HighFICO,9/1/2017,3.814408184,9.07986207,,1.216831804
N,LowLTV,HighFICO,8/1/2017,3.765285177,10.28578349,,1.159640884
Y,LowLTV,HighFICO,8/1/2017,3.710871399,9.395972802,,1.259414125
N,LowLTV,HighFICO,7/1/2017,3.758917517,9.543485573,,1.102142429
Y,LowLTV,HighFICO,7/1/2017,3.704724341,8.837548841,,1.239064287
N,LowLTV,HighFICO,6/1/2017,3.751484986,10.23150684,,1.195796254
Y,LowLTV,HighFICO,6/1/2017,3.697635132,9.914293478,,1.328693037
N,LowLTV,HighFICO,5/1/2017,3.742637988,9.1292031,,1.19638022
Y,LowLTV,HighFICO,5/1/2017,3.690580686,8.869469274,,1.317607582
N,LowLTV,HighFICO,4/1/2017,3.7326258,7.268742749,,1.068260428
Y,LowLTV,HighFICO,4/1/2017,3.685155171,7.14337015,,1.186717106
N,LowLTV,HighFICO,3/1/2017,3.725803885,7.790803356,,1.236830512
Y,LowLTV,HighFICO,3/1/2017,3.680677297,7.79104462,,1.477337465
N,LowLTV,HighFICO,2/1/2017,3.718503284,6.125733454,,1.020211771
Y,LowLTV,HighFICO,2/1/2017,3.681487049,5.970419664,,1.158617886
N,LowLTV,HighFICO,1/1/2017,3.719645159,7.60270806,,1.135933169
Y,LowLTV,HighFICO,1/1/2017,3.685294509,7.705214981,,1.315593554
N,LowLTV,HighFICO,12/1/2016,3.734394067,12.59095628,,1.183747658
Y,LowLTV,HighFICO,12/1/2016,3.692909737,11.52148814,,1.345972749
N,LowLTV,HighFICO,11/1/2016,3.746777148,16.27826588,,1.069064285
Y,LowLTV,HighFICO,11/1/2016,3.706803188,13.77985374,,1.16170274
N,LowLTV,HighFICO,10/1/2016,3.76824048,18.3859784,,1.103239786
Y,LowLTV,HighFICO,10/1/2016,3.722566877,15.18593822,,1.239251477
N,LowLTV,HighFICO,9/1/2016,3.789196922,20.52624812,,1.140032579
Y,LowLTV,HighFICO,9/1/2016,3.735424664,16.57416749,,1.294295712
N,LowLTV,HighFICO,8/1/2016,3.80090051,22.59905905,,1.245316466
Y,LowLTV,HighFICO,8/1/2016,3.741959604,18.09455061,,1.361883822
N,LowLTV,HighFICO,7/1/2016,3.810326266,14.90342089,,1.121167513
Y,LowLTV,HighFICO,7/1/2016,3.747469508,12.39284287,,1.252748169
N,LowLTV,HighFICO,6/1/2016,3.817404523,15.38551468,,1.126443438
Y,LowLTV,HighFICO,6/1/2016,3.751487506,13.35961407,,1.261849124
N,LowLTV,HighFICO,5/1/2016,3.824298532,14.52061611,,1.141516604
Y,LowLTV,HighFICO,5/1/2016,3.75445455,12.18174012,,1.263442162
N,LowLTV,HighFICO,4/1/2016,3.827466844,13.82085966,,1.166403941
Y,LowLTV,HighFICO,4/1/2016,3.758461635,11.38734117,,1.283466186
N,LowLTV,HighFICO,3/1/2016,3.827273612,15.9266541,,1.181978115
Y,LowLTV,HighFICO,3/1/2016,3.757370468,12.05925788,,1.319010303
N,LowLTV,HighFICO,2/1/2016,3.823270621,8.242684994,,1.068073961
Y,LowLTV,HighFICO,2/1/2016,3.757294724,7.069329126,,1.202459585
N,LowLTV,HighFICO,1/1/2016,3.82007473,6.656621507,,1.045426465
Y,LowLTV,HighFICO,1/1/2016,3.755497553,6.49154753,,1.201950982
N,LowLTV,HighFICO,12/1/2015,3.818616508,9.393235377,,1.142797372
Y,LowLTV,HighFICO,12/1/2015,3.753488634,8.326688567,,1.227924165
N,LowLTV,HighFICO,11/1/2015,3.817643231,8.504092599,,0.965472662
Y,LowLTV,HighFICO,11/1/2015,3.751697076,7.626861588,,1.080997124
N,LowLTV,HighFICO,10/1/2015,3.812730186,9.438200508,,1.110036099
Y,LowLTV,HighFICO,10/1/2015,3.74785648,8.421690032,,1.179399827
N,LowLTV,HighFICO,9/1/2015,3.805941054,9.11467669,,1.055453354
Y,LowLTV,HighFICO,9/1/2015,3.744802182,8.069529012,,1.118444204
N,LowLTV,HighFICO,8/1/2015,3.799013912,8.746656306,,1.057835015
Y,LowLTV,HighFICO,8/1/2015,3.740853772,8.461316113,,1.146730925
N,LowLTV,HighFICO,7/1/2015,3.796087946,10.09991006,,1.171717168
Y,LowLTV,HighFICO,7/1/2015,3.741293533,9.933088987,,1.265279663
N,LowLTV,HighFICO,6/1/2015,3.800256905,12.51238027,,1.106126325
Y,LowLTV,HighFICO,6/1/2015,3.743256409,11.52786565,,1.212535915
N,LowLTV,HighFICO,5/1/2015,3.803770335,13.38679622,,1.062359491
Y,LowLTV,HighFICO,5/1/2015,3.743707365,11.68161083,,1.160219481
N,LowLTV,HighFICO,4/1/2015,3.806759528,15.03952656,,1.127680689
Y,LowLTV,HighFICO,4/1/2015,3.753778375,12.07257587,,1.227032999
N,LowLTV,HighFICO,3/1/2015,3.816868527,20.90428802,,1.164720722
Y,LowLTV,HighFICO,3/1/2015,3.759250117,15.53024922,,1.272594065
N,LowLTV,HighFICO,2/1/2015,3.819250148,20.19036006,,0.985495947
Y,LowLTV,HighFICO,2/1/2015,3.761062563,13.35993746,,1.066841933
N,LowLTV,HighFICO,1/1/2015,3.815774468,12.67756676,,1.099111104
Y,LowLTV,HighFICO,1/1/2015,3.757629306,8.630950098,,1.204789095
N,HighLTV,HighFICO,12/1/2021,3.272205739,17.84275589,0.534580864,0.890499886
Y,HighLTV,HighFICO,12/1/2021,3.457099083,18.68788494,0.486181298,1.122553612
N,HighLTV,HighFICO,11/1/2021,3.286013737,19.96648055,0.376981553,0.840674601
Y,HighLTV,HighFICO,11/1/2021,3.475972795,20.93532997,0.344103766,1.039867531
N,HighLTV,HighFICO,10/1/2021,3.303084251,23.12818473,0.367448731,0.856804485
Y,HighLTV,HighFICO,10/1/2021,3.499751141,23.47325706,0.323956256,1.080317259
N,HighLTV,HighFICO,9/1/2021,3.324840061,26.19966719,0.350483474,0.885977988
Y,HighLTV,HighFICO,9/1/2021,3.523092032,26.01725896,0.37176493,1.031262137
N,HighLTV,HighFICO,8/1/2021,3.342140884,26.94750268,0.376705528,0.850748926
Y,HighLTV,HighFICO,8/1/2021,3.556998919,27.05855049,0.447881681,1.040416912
N,HighLTV,HighFICO,7/1/2021,3.364408992,23.22222044,0.403083717,0.892383342
Y,HighLTV,HighFICO,7/1/2021,3.58114861,24.82546737,0.403518244,1.084567059
N,HighLTV,HighFICO,6/1/2021,3.390283721,25.62635374,0.408378424,0.890875003
Y,HighLTV,HighFICO,6/1/2021,3.604573503,27.42571723,0.423338986,1.064741239
N,HighLTV,HighFICO,5/1/2021,3.420033619,24.44739617,0.408678799,0.804807698
Y,HighLTV,HighFICO,5/1/2021,3.630878039,25.73700101,0.325860099,0.983949609
N,HighLTV,HighFICO,4/1/2021,3.467696791,29.18383974,0.442715793,0.89653208
Y,HighLTV,HighFICO,4/1/2021,3.673820974,31.65516546,0.408504865,1.1614934
N,HighLTV,HighFICO,3/1/2021,3.514649436,38.44106827,0.393800331,0.990331393
Y,HighLTV,HighFICO,3/1/2021,3.717029622,39.90264202,0.497841793,1.22670438
N,HighLTV,HighFICO,2/1/2021,3.561348017,35.41813541,,0.827356226
Y,HighLTV,HighFICO,2/1/2021,3.751248279,35.22377294,,0.986520739
N,HighLTV,HighFICO,1/1/2021,3.616484316,34.45838393,,0.912555719
Y,HighLTV,HighFICO,1/1/2021,3.78695446,33.47356398,,1.096004675
N,HighLTV,HighFICO,12/1/2020,3.68109054,38.85396564,,0.97400312
Y,HighLTV,HighFICO,12/1/2020,3.822820608,37.09206534,,1.154711549
N,HighLTV,HighFICO,11/1/2020,3.744993856,36.92892939,,0.860310452
Y,HighLTV,HighFICO,11/1/2020,3.863598659,35.69580781,,0.98414998
N,HighLTV,HighFICO,10/1/2020,3.817856543,41.51983951,,0.960173943
Y,HighLTV,HighFICO,10/1/2020,3.902843004,40.48284054,,1.08517292
N,HighLTV,HighFICO,9/1/2020,3.879753313,40.25649392,,0.900359604
Y,HighLTV,HighFICO,9/1/2020,3.932833258,38.39947879,,1.022665712
N,HighLTV,HighFICO,8/1/2020,3.9396056,39.0432575,,0.868672127
Y,HighLTV,HighFICO,8/1/2020,3.970764058,36.33806178,,1.049096275
N,HighLTV,HighFICO,7/1/2020,3.997202938,39.23430849,,0.884221322
Y,HighLTV,HighFICO,7/1/2020,4.001126169,36.3215678,,1.044386884
N,HighLTV,HighFICO,6/1/2020,4.045100251,40.45137915,,0.838851911
Y,HighLTV,HighFICO,6/1/2020,4.024904503,36.77491583,,0.963165449
N,HighLTV,HighFICO,5/1/2020,4.090200489,37.7817542,,0.681398496
Y,HighLTV,HighFICO,5/1/2020,4.050330885,33.78768191,,0.799786381
N,HighLTV,HighFICO,4/1/2020,4.128352791,39.77516788,,0.626387433
Y,HighLTV,HighFICO,4/1/2020,4.070284863,33.65951731,,0.684655347
N,HighLTV,HighFICO,3/1/2020,4.1474626,30.55940274,,0.703875921
Y,HighLTV,HighFICO,3/1/2020,4.080186426,24.33745715,,0.760576659
N,HighLTV,HighFICO,2/1/2020,4.160027158,20.03956803,,0.757858476
Y,HighLTV,HighFICO,2/1/2020,4.088274476,15.80866574,,0.83210625
N,HighLTV,HighFICO,1/1/2020,4.174821249,16.72996312,,0.867748594
Y,HighLTV,HighFICO,1/1/2020,4.096396729,13.24521041,,0.933867257
N,HighLTV,HighFICO,12/1/2019,4.191405037,19.31775414,,0.858905819
Y,HighLTV,HighFICO,12/1/2019,4.105745685,15.49147583,,0.914063374
N,HighLTV,HighFICO,11/1/2019,4.211829768,20.64778829,,0.823949877
Y,HighLTV,HighFICO,11/1/2019,4.115246115,16.27714672,,0.862071231
N,HighLTV,HighFICO,10/1/2019,4.234648668,26.6184083,,0.874771953
Y,HighLTV,HighFICO,10/1/2019,4.123423368,20.8805361,,0.856875774
N,HighLTV,HighFICO,9/1/2019,4.252585035,25.60968981,,0.770891313
Y,HighLTV,HighFICO,9/1/2019,4.130966196,19.50962984,,0.832259623
N,HighLTV,HighFICO,8/1/2019,4.264656782,21.72727931,,0.857344335
Y,HighLTV,HighFICO,8/1/2019,4.134660008,17.10920466,,0.938439152
N,HighLTV,HighFICO,7/1/2019,4.269003823,20.68153115,,0.876521749
Y,HighLTV,HighFICO,7/1/2019,4.13519324,16.06048548,,0.898896961
N,HighLTV,HighFICO,6/1/2019,4.266286037,13.88965982,,0.743445929
Y,HighLTV,HighFICO,6/1/2019,4.133068151,12.09600492,,0.764603658
N,HighLTV,HighFICO,5/1/2019,4.26455257,14.45579552,,1.0267242
Y,HighLTV,HighFICO,5/1/2019,4.128048594,12.53127921,,1.103998748
N,HighLTV,HighFICO,4/1/2019,4.257613295,11.96780987,,0.83576139
Y,HighLTV,HighFICO,4/1/2019,4.122093605,10.0545631,,0.884221697
N,HighLTV,HighFICO,3/1/2019,4.249183983,8.740275412,,0.763912825
Y,HighLTV,HighFICO,3/1/2019,4.117648767,7.910725864,,0.86395589
N,HighLTV,HighFICO,2/1/2019,4.238708171,6.827596063,,0.729606555
Y,HighLTV,HighFICO,2/1/2019,4.109146593,5.922663137,,0.757269392
N,HighLTV,HighFICO,1/1/2019,4.220984054,5.510409878,,0.786045139
Y,HighLTV,HighFICO,1/1/2019,4.100138912,5.385331915,,0.785297155
N,HighLTV,HighFICO,12/1/2018,4.202713402,6.068698234,,0.732291258
Y,HighLTV,HighFICO,12/1/2018,4.090456705,6.15670753,,0.785550065
N,HighLTV,HighFICO,11/1/2018,4.186733764,6.527485449,,0.792661057
Y,HighLTV,HighFICO,11/1/2018,4.080880691,6.805450157,,0.795811815
N,HighLTV,HighFICO,10/1/2018,4.170053655,7.507645573,,0.82035483
Y,HighLTV,HighFICO,10/1/2018,4.070900201,7.679846711,,0.803819781
N,HighLTV,HighFICO,9/1/2018,4.149627543,7.152054149,,0.702998704
Y,HighLTV,HighFICO,9/1/2018,4.061862677,7.457835222,,0.758555107
N,HighLTV,HighFICO,8/1/2018,4.126286683,9.406237016,,0.80493244
Y,HighLTV,HighFICO,8/1/2018,4.05104069,9.835571672,,0.844223461
N,HighLTV,HighFICO,7/1/2018,4.108961332,9.411496631,,0.763729821
Y,HighLTV,HighFICO,7/1/2018,4.040922903,9.722659119,,0.778701921
N,HighLTV,HighFICO,6/1/2018,4.091386778,9.999281468,,0.753364884
Y,HighLTV,HighFICO,6/1/2018,4.032164747,10.73207952,,0.841582314
N,HighLTV,HighFICO,5/1/2018,4.07764457,9.677126531,,0.73369244
Y,HighLTV,HighFICO,5/1/2018,4.024805052,10.20217017,,0.781148278
N,HighLTV,HighFICO,4/1/2018,4.069165658,8.710838726,,0.691915032
Y,HighLTV,HighFICO,4/1/2018,4.020953017,8.785146803,,0.779104724
N,HighLTV,HighFICO,3/1/2018,4.063966567,8.598817484,,0.710571084
Y,HighLTV,HighFICO,3/1/2018,4.020459932,8.60027643,,0.775460623
N,HighLTV,HighFICO,2/1/2018,4.063212863,7.479462151,,0.636670587
Y,HighLTV,HighFICO,2/1/2018,4.020354563,7.430176481,,0.721098702
N,HighLTV,HighFICO,1/1/2018,4.061695143,8.226635541,,0.633246051
Y,HighLTV,HighFICO,1/1/2018,4.020635657,7.568603095,,0.722449723
N,HighLTV,HighFICO,12/1/2017,4.061364925,9.464308787,,0.636621722
Y,HighLTV,HighFICO,12/1/2017,4.021320474,9.099506665,,0.699890486
N,HighLTV,HighFICO,11/1/2017,4.065677072,9.995522354,,0.614010788
Y,HighLTV,HighFICO,11/1/2017,4.020121201,9.707875468,,0.714608385
N,HighLTV,HighFICO,10/1/2017,4.065329874,12.12457983,,0.619980886
Y,HighLTV,HighFICO,10/1/2017,4.02086389,10.90475552,,0.682651844
N,HighLTV,HighFICO,9/1/2017,4.061487232,10.97706888,,0.63914552
Y,HighLTV,HighFICO,9/1/2017,4.023021764,10.3601543,,0.691581082
N,HighLTV,HighFICO,8/1/2017,4.035856533,11.60290625,,0.610777372
Y,HighLTV,HighFICO,8/1/2017,3.937044717,10.3558521,,0.715275659
N,HighLTV,HighFICO,7/1/2017,4.031416417,10.60629321,,0.585051395
Y,HighLTV,HighFICO,7/1/2017,3.932394267,9.937854774,,0.691052479
N,HighLTV,HighFICO,6/1/2017,4.025011572,11.23627485,,0.611181191
Y,HighLTV,HighFICO,6/1/2017,3.925788569,10.98678606,,0.730543106
N,HighLTV,HighFICO,5/1/2017,4.017144359,10.33184904,,0.635095051
Y,HighLTV,HighFICO,5/1/2017,3.919266461,9.924760973,,0.731192568
N,HighLTV,HighFICO,4/1/2017,4.01187328,8.219735148,,0.55019549
Y,HighLTV,HighFICO,4/1/2017,3.913576343,7.897486927,,0.634846226
N,HighLTV,HighFICO,3/1/2017,4.007297651,8.725370252,,0.64357463
Y,HighLTV,HighFICO,3/1/2017,3.910253505,8.294134194,,0.828836538
N,HighLTV,HighFICO,2/1/2017,4.002343177,6.761090302,,0.519193478
Y,HighLTV,HighFICO,2/1/2017,3.911032867,6.271896727,,0.598178832
N,HighLTV,HighFICO,1/1/2017,4.005462197,8.342415764,,0.610913751
Y,HighLTV,HighFICO,1/1/2017,3.917690412,7.687398777,,0.690403713
N,HighLTV,HighFICO,12/1/2016,4.022300971,14.2968334,,0.644449237
Y,HighLTV,HighFICO,12/1/2016,3.93081436,13.18523579,,0.760070506
N,HighLTV,HighFICO,11/1/2016,4.032542396,18.12178585,,0.563841201
Y,HighLTV,HighFICO,11/1/2016,3.944252618,15.18433488,,0.616100752
N,HighLTV,HighFICO,10/1/2016,4.05214651,19.11816871,,0.56504953
Y,HighLTV,HighFICO,10/1/2016,3.961065272,17.50682013,,0.649437082
N,HighLTV,HighFICO,9/1/2016,4.072749131,20.93135475,,0.585759751
Y,HighLTV,HighFICO,9/1/2016,3.976443607,18.69829961,,0.681511967
N,HighLTV,HighFICO,8/1/2016,4.089864125,22.44205188,,0.594143651
Y,HighLTV,HighFICO,8/1/2016,3.987639232,20.65417629,,0.743164102
N,HighLTV,HighFICO,7/1/2016,4.102180556,15.5810996,,0.597749918
Y,HighLTV,HighFICO,7/1/2016,3.996363973,14.23163651,,0.650160278
N,HighLTV,HighFICO,6/1/2016,4.112811941,16.37088203,,0.566926322
Y,HighLTV,HighFICO,6/1/2016,4.00330322,15.39208999,,0.647241677
N,HighLTV,HighFICO,5/1/2016,4.12216024,15.43157865,,0.574374557
Y,HighLTV,HighFICO,5/1/2016,4.008855355,14.16491682,,0.620278737
N,HighLTV,HighFICO,4/1/2016,4.128942844,14.66399628,,0.609387514
Y,HighLTV,HighFICO,4/1/2016,4.01454777,12.88809671,,0.651613227
N,HighLTV,HighFICO,3/1/2016,4.132904928,16.85917029,,0.579457922
Y,HighLTV,HighFICO,3/1/2016,4.016024459,13.91398024,,0.67014484
N,HighLTV,HighFICO,2/1/2016,4.132011093,8.660760663,,0.543926841
Y,HighLTV,HighFICO,2/1/2016,4.01769652,7.468090788,,0.57568728
N,HighLTV,HighFICO,1/1/2016,4.133680634,7.017750513,,0.517974873
Y,HighLTV,HighFICO,1/1/2016,4.018281483,6.374301071,,0.595055338
N,HighLTV,HighFICO,12/1/2015,4.137294144,10.09439764,,0.539345188
Y,HighLTV,HighFICO,12/1/2015,4.018758163,9.211626336,,0.625726781
N,HighLTV,HighFICO,11/1/2015,4.13887618,9.052312198,,0.474930682
Y,HighLTV,HighFICO,11/1/2015,4.018613109,8.278313136,,0.546176862
N,HighLTV,HighFICO,10/1/2015,4.139606235,10.16341124,,0.525726501
Y,HighLTV,HighFICO,10/1/2015,4.016092037,8.967393183,,0.615302764
N,HighLTV,HighFICO,9/1/2015,4.135736011,10.36340713,,0.54969154
Y,HighLTV,HighFICO,9/1/2015,4.014140509,8.974302606,,0.563064649
N,HighLTV,HighFICO,8/1/2015,4.134465092,9.761137343,,0.570349504
Y,HighLTV,HighFICO,8/1/2015,4.013170583,9.119266945,,0.599920228
N,HighLTV,HighFICO,7/1/2015,4.137177887,10.61676192,,0.633064619
Y,HighLTV,HighFICO,7/1/2015,4.015897826,10.30360728,,0.692293971
N,HighLTV,HighFICO,6/1/2015,4.143097865,12.45465188,,0.528615102
Y,HighLTV,HighFICO,6/1/2015,4.021276117,11.77826137,,0.66435746
N,HighLTV,HighFICO,5/1/2015,4.150256157,13.05285733,,0.530625748
Y,HighLTV,HighFICO,5/1/2015,4.023858011,11.9993003,,0.608305844
N,HighLTV,HighFICO,4/1/2015,4.157020745,13.38586292,,0.514895315
Y,HighLTV,HighFICO,4/1/2015,4.033514228,11.26636467,,0.614429398
N,HighLTV,HighFICO,3/1/2015,4.167701105,18.35923937,,0.531773776
Y,HighLTV,HighFICO,3/1/2015,4.038912685,15.04927024,,0.640925491
N,HighLTV,HighFICO,2/1/2015,4.170880864,16.59323399,,0.476996201
Y,HighLTV,HighFICO,2/1/2015,4.04131676,12.73250352,,0.494410023
N,HighLTV,HighFICO,1/1/2015,4.169898138,10.51256245,,0.472052224
Y,HighLTV,HighFICO,1/1/2015,4.038745358,7.579743437,,0.590042242
