Row Labels,<=-2,>-0.25 and <=0,>-0.5 and <=-0.25,>-0.75 and <=-0.5,>-1 and <=-0.75,>-1.25 and <=-1,>-1.5 and <=-1.25,>-1.75 and <=-1.5,>-2 and <=-1.75,>0 and <=0.25,>0.25,Grand Total
11/01/18,8.668223417,8.083016223,8.070596617,7.816109631,7.710336711,7.486425817,7.860208715,8.889082301,8.382257116,7.467851454,11.44117599,91.87528399
12/01/18,8.255048984,7.522782162,7.487516075,7.612855803,6.945516583,6.831088329,7.078499456,8.284300156,8.108034406,6.837740323,10.9835443,85.94692658
01/01/19,10.16989025,7.254523837,7.095175517,6.66653072,6.422793882,6.105127584,8.203338935,7.999238317,8.508238538,7.029121838,9.836501281,85.2904807
02/01/19,15.26819423,7.534260784,6.88703443,6.927718252,6.609333726,7.719096439,8.34232874,8.235433453,9.983651534,8.220777311,9.210111649,94.93794055
03/01/19,21.74026466,9.111030513,8.245034702,8.309758923,8.377567045,9.61054138,9.370256087,8.077612118,12.69113494,9.883545457,10.89848061,116.3152264
04/01/19,14.45480654,11.52323657,10.64149608,9.98167439,10.24473235,11.17932006,10.8460315,10.51811156,14.30617731,12.22981433,14.43263155,130.3580322
05/01/19,11.54989139,12.45588103,12.15817242,11.57610019,12.80956127,13.83921193,13.01771299,15.99997452,20.42474842,13.84984031,16.51020644,154.1913009
06/01/19,80.06273587,11.7847576,11.48882296,11.04354664,12.86108307,12.38885981,11.92416384,7.864774134,15.03525458,13.09044282,15.12835851,202.6727998
07/01/19,1.072148227,13.11320134,12.49806264,13.59945677,12.20452099,12.97369466,14.64414772,14.91584899,0.725938846,13.69345425,18.99304536,128.4335198
08/01/19,-0.591870495,13.61416265,12.85395005,14.4613167,13.67064126,14.51632445,14.50867834,4.37870454,85.06778192,14.63495966,20.77763418,207.8922833
09/01/19,17.97799791,12.63919494,12.91025135,11.33603412,13.79180699,14.41461311,46.35823844,61.00352282,0.350611907,13.65556659,21.65631861,226.0941568
10/01/19,-1.426522979,13.43893326,14.63939931,13.91605501,14.15727117,18.78278216,31.48957626,43.54421726,-0.361159613,14.86070381,23.62339177,186.6646474
11/01/19,-1.370888162,10.95149836,12.28071639,11.10943933,10.91615309,14.25460523,15.06999867,2.662529886,0.645079461,12.57847314,20.68507616,109.7826816
12/01/19,-1.372411522,11.5874971,11.54091192,12.19409071,11.80771144,17.59151203,16.2058289,5.545953307,0.600422919,12.04987219,20.79058555,118.5419745
01/01/20,-1.209385302,9.83583619,10.21177152,10.91133019,11.52177748,14.98460273,27.9833231,62.4564576,13.15959684,10.48273704,18.06434831,188.4023957
02/01/20,95.71738548,9.95351234,10.01187315,10.23468004,12.69250363,18.94751758,13.39982149,17.03751358,-1.154317317,11.20420226,18.84141345,216.8861057
03/01/20,,12.75421868,12.23038752,12.64443978,16.41337612,18.13640567,22.38048964,-0.426826736,-1.079408929,14.19910022,24.65233796,131.9045199
04/01/20,,15.83820751,14.67222183,13.75819878,20.0380505,31.8181085,44.99223264,-0.40193659,-1.080282566,18.68512625,30.53159632,188.8515232
05/01/20,,15.62444833,13.49539687,15.27857214,16.87310239,26.04847243,0.095110987,95.53763023,-1.081190589,15.73548839,30.89658429,228.5036155
06/01/20,,15.34198276,15.9203866,17.80340854,20.65585024,13.20656922,-1.756369451,-1.08216655,,15.8232456,33.40158274,129.3144897
07/01/20,,17.56282172,15.04916534,15.51829078,14.6950601,67.29806458,65.40413248,-1.083045161,,15.75215156,33.63908181,243.8357232
08/01/20,,14.50466166,12.96630611,8.845244723,9.764620988,0.440889072,-1.192340409,-1.083925484,,14.80471112,32.97880653,92.02897431
09/01/20,,11.95054018,10.88911047,7.580662459,1.825575838,67.12375966,-1.084841009,,,12.25496141,33.89447806,144.4342471
10/01/20,,11.0217335,8.372143159,4.712419405,0.659802423,0.588716693,-1.085725278,,,13.17487687,37.1770038,74.62097057
11/01/20,,8.664796302,5.70417878,5.52931637,0.745447687,1.912944044,-1.086645195,,,8.755668689,34.40748291,64.63318959
