Refi Incentive(1/10th bp),Refi Incentive(1/10th bp) Description,Credit Score,Credit Score Description,Factor Date,Current Remaining Principal Balance ,Item Count ,Weighted Average Gross Coupon ,Weighted Average Maturity ,Weighted Average Loan Age ,Weighted Average Original Loan Size ,Weighted Average Loan Size ,Original Loan Amount ,CPR 1M ,CCR 1M (Curtailment) 
-500,>-0.75 and <=-0.5,740,>680 and <=740,8/1/2009,7276653126,34171,4.566294832,297.5133109,7.049505788,271906.3847,268537.2018,7396946540,2.696676253,0.607069895
-500,>-0.75 and <=-0.5,29999,>740,8/1/2009,34859453379,160745,4.565538333,305.4217722,4.947081127,273701.8413,270840.5881,35344417456,2.620614569,0.93195935
-250,>-0.5 and <=-0.25,-999,N.A.,8/1/2009,56811178.61,310,4.829578426,200.3929533,15.19524843,245082.2174,232270.8869,60374890,2.701930486,0.79703889
-250,>-0.5 and <=-0.25,550,<=550,8/1/2009,30542044.87,194,4.851558887,338.0259984,5.7766978,194927.3357,193293.3876,30898434,0.011481366,0.011481366
-250,>-0.5 and <=-0.25,680,>550 and <=680,8/1/2009,3425686688,17738,4.829114333,310.2634382,9.669918341,254001.2014,249944.8907,3499297185,3.560833756,0.30062035
-250,>-0.5 and <=-0.25,740,>680 and <=740,8/1/2009,24162201425,107872,4.822591024,328.7681566,6.148428557,280621.8527,277848.3768,24470696843,2.842573607,0.491801366
-250,>-0.5 and <=-0.25,29999,>740,8/1/2009,1.00823E+11,443663,4.817485475,332.4178702,4.757553338,284186.3452,281663.9672,1.01985E+11,2.820433717,0.809135945
0,>-0.25 and <=0,-999,N.A.,8/1/2009,48389996.69,261,5.052680533,225.659304,20.52778345,245226.596,230303.9702,52266455,13.03304812,2.156886398
0,>-0.25 and <=0,550,<=550,8/1/2009,28659828.59,169,5.05319522,338.7391305,12.2752338,226977.2554,223985.7857,29419039,0.211585963,0.211585963
0,>-0.25 and <=0,680,>550 and <=680,8/1/2009,2841013312,14866,5.052542491,317.1117056,13.74279335,253810.1515,248696.1673,2918518737,4.585135117,0.356618113
0,>-0.25 and <=0,740,>680 and <=740,8/1/2009,14487829826,66103,5.050957038,331.1516772,9.496769586,279531.0467,275669.4224,14757780581,4.318394547,0.43984912
0,>-0.25 and <=0,29999,>740,8/1/2009,43649290572,196080,5.047954265,332.6745189,7.650168078,286619.1296,282746.4557,44476272819,5.321612371,0.798506535
250,>0 and <=0.25,-999,N.A.,8/1/2009,118805397.9,573,5.336803904,287.1159558,18.74459792,269196.9893,258694.4675,124601244,9.181547539,0.586086424
250,>0 and <=0.25,550,<=550,8/1/2009,30176153.62,204,5.317395605,319.0964851,24.78138043,206376.0336,199386.6962,31738610,0.071406541,0.071406541
250,>0 and <=0.25,680,>550 and <=680,8/1/2009,3879449517,20919,5.31747377,304.3162296,20.05629854,249663.7174,241964.7681,4040428705,7.277517603,0.307130097
250,>0 and <=0.25,740,>680 and <=740,8/1/2009,15482268165,72126,5.314111535,319.0979537,15.56964722,276724.4613,270455.9306,15957231818,7.675488043,0.54043861
250,>0 and <=0.25,29999,>740,8/1/2009,38389809904,179861,5.310806896,320.1678527,13.27977767,279908.5785,273395.4358,39667524724,9.769858902,0.943386408
29999,>0.25,-999,N.A.,8/1/2009,2021392892,12223,6.297202178,323.8975109,24.94581979,232117.3734,224877.4445,2111930239,16.20159609,0.936756456
29999,>0.25,550,<=550,8/1/2009,1908493893,17046,7.411306683,306.9731727,40.48326533,171913.8177,165852.4231,2021119481,19.69740292,0.098406798
29999,>0.25,680,>550 and <=680,8/1/2009,1.61555E+11,954982,6.464781576,321.0589315,28.00849631,226947.1919,220428.0059,1.67123E+11,14.610386,0.17840411
29999,>0.25,740,>680 and <=740,8/1/2009,2.64408E+11,1392875,6.275715764,321.5377267,26.66254973,250549.3127,243628.0693,2.73486E+11,17.04516225,0.30916779
29999,>0.25,29999,>740,8/1/2009,3.38323E+11,1847109,6.155242415,317.9140603,25.53818493,248383.5972,240289.751,3.53522E+11,21.21445513,0.700329785
-2000,<=-2,680,>550 and <=680,7/1/2009,4379950.303,25,,297.8370172,62.16298276,241135.4725,216075.4109,4862839,53.6685164,-0.544917937
-2000,<=-2,740,>680 and <=740,7/1/2009,17592345.8,86,,308.3983874,51.34848438,266047.8081,250418.6757,19166290,0.517906613,0.517906613
-2000,<=-2,29999,>740,7/1/2009,29453729.69,146,,306.9076126,52.52137452,274949.1828,254993.8918,32797315,29.49930467,1.261869139
-1750,>-2 and <=-1.75,680,>550 and <=680,7/1/2009,8996965.898,43,,302.192215,57.86246001,258917.3407,239758.2346,9783885,-0.328191594,-0.328191594
-1750,>-2 and <=-1.75,740,>680 and <=740,7/1/2009,25767014.11,141,,298.1292931,61.12353983,243053.1479,216983.4871,29200654,20.58690921,-0.0084637
-1750,>-2 and <=-1.75,29999,>740,7/1/2009,59301851.16,334,,297.5331629,61.82721388,246308.9798,217731.6526,69964906,28.59429231,0.895435028
-1500,>-1.75 and <=-1.5,-999,N.A.,7/1/2009,124427,1,,291,69,140000.0008,124426.999,140000,-0.371137788,-0.371137788
-1500,>-1.75 and <=-1.5,680,>550 and <=680,7/1/2009,28857402.71,156,3.820074995,294.4752383,60.8009694,240124.5826,218442.4718,32302982,27.2472471,0.055841734
-1500,>-1.75 and <=-1.5,740,>680 and <=740,7/1/2009,112502336.6,594,3.827616114,293.7030393,58.31192081,247929.8557,225359.2917,126498183,27.04029571,-0.179531991
-1500,>-1.75 and <=-1.5,29999,>740,7/1/2009,245194090.8,1339,3.805572224,294.135941,59.69753904,247507.4075,219708.7296,286927224,38.4102046,1.736021044
-1250,>-1.5 and <=-1.25,550,<=550,7/1/2009,24608.80078,1,,171,189,35000.00019,24608.80127,35000,-0.806351732,-0.806351732
-1250,>-1.5 and <=-1.25,680,>550 and <=680,7/1/2009,54132491.61,288,4.052105115,294.5033136,60.32542167,252413.7699,228003.4287,60713848,22.53377612,0.484688175
-1250,>-1.5 and <=-1.25,740,>680 and <=740,7/1/2009,166511609,882,4.02855149,296.8647869,56.79510256,253071.0783,229640.452,188354494,19.56461962,0.984675322
-1250,>-1.5 and <=-1.25,29999,>740,7/1/2009,427474883.9,2246,4.065362484,296.1907721,58.14552918,259355.8131,231540.0062,498907368,45.90373321,0.932086713
-1000,>-1.25 and <=-1,-999,N.A.,7/1/2009,7166706.305,34,4.332966786,214.5937061,11.65719274,260066.9985,252080.6934,7429582,23.27124442,1.163811656
-1000,>-1.25 and <=-1,550,<=550,7/1/2009,1495625.898,10,4.299842903,256.7714824,31.26743506,223437.579,219311.0537,1538280,-0.051753442,-0.051753442
-1000,>-1.25 and <=-1,680,>550 and <=680,7/1/2009,392250729.5,2184,4.323815171,250.4283978,18.55967199,235097.5271,228062.8974,407160808,7.928171715,0.53171729
-1000,>-1.25 and <=-1,740,>680 and <=740,7/1/2009,2531127767,12143,4.326556462,267.8039652,9.431947894,265486.5126,261231.455,2585304664,3.889884362,0.800043924
-1000,>-1.25 and <=-1,29999,>740,7/1/2009,12053880269,57572,4.326718699,271.0528222,5.692920987,265608.8786,262390.3323,12249927148,3.887031208,1.087892774
-750,>-1 and <=-0.75,-999,N.A.,7/1/2009,10272082.6,59,4.583340961,244.3337549,12.92731711,246538.5001,237351.0797,10769324,0.326192105,0.326192105
-750,>-1 and <=-0.75,550,<=550,7/1/2009,1753363.805,13,4.550087238,227.0155417,18.01517087,197815.4369,188812.4185,1952193,-0.32661565,-0.32661565
-750,>-1 and <=-0.75,680,>550 and <=680,7/1/2009,834678657,4652,4.566748294,272.0513042,14.06110217,240016.2532,234653.0206,859689896,5.229718932,0.481611838
-750,>-1 and <=-0.75,740,>680 and <=740,7/1/2009,6252075603,29198,4.567355527,299.1353761,7.050676049,272101.5925,268920.6528,6352868284,2.890313139,0.598381874
-750,>-1 and <=-0.75,29999,>740,7/1/2009,30146789703,137784,4.566605151,307.5059218,4.553761046,274393.2877,271865.8409,30528838948,3.080135447,0.990529571
-500,>-0.75 and <=-0.5,-999,N.A.,7/1/2009,54019443.51,294,4.831755759,201.4224219,15.24573844,245617.9585,232553.8088,57417972,7.492634738,0.685340158
-500,>-0.75 and <=-0.5,550,<=550,7/1/2009,17327386.52,117,4.841591791,330.7925519,8.426243903,183246.4975,181219.1126,17609926,1.817989619,1.817989619
-500,>-0.75 and <=-0.5,680,>550 and <=680,7/1/2009,2815983030,14672,4.826778026,307.8290041,10.6044181,253646.628,249262.4839,2882366282,4.564105923,0.304177782
-500,>-0.75 and <=-0.5,740,>680 and <=740,7/1/2009,20131743991,89619,4.82177377,328.2521161,6.171491675,281317.9762,278593.2523,20391261117,2.993590059,0.517264901
-500,>-0.75 and <=-0.5,29999,>740,7/1/2009,85872262088,376480,4.817253819,332.5062922,4.402827799,284471.1501,282149.1546,86814701103,3.058753834,0.819013685
-250,>-0.5 and <=-0.25,-999,N.A.,7/1/2009,49198385.27,263,5.052374332,226.2847585,19.6913667,246132.8213,231542.3651,52735643,19.26404903,5.296804019
-250,>-0.5 and <=-0.25,550,<=550,7/1/2009,14589505.7,99,5.041941862,327.1678051,22.17729461,203786.0905,198548.9719,15300982,0.198083616,0.198083616
-250,>-0.5 and <=-0.25,680,>550 and <=680,7/1/2009,2482146263,13119,5.053921008,313.8590142,14.71790404,253236.9165,247809.4665,2554383290,6.523664084,0.480700533
-250,>-0.5 and <=-0.25,740,>680 and <=740,7/1/2009,13114098844,59764,5.051610673,330.1661844,9.477853522,279676.7556,275874.9034,13358462513,6.123438253,0.534988988
-250,>-0.5 and <=-0.25,29999,>740,7/1/2009,40122202613,180179,5.04823422,332.3899671,7.301096594,286143.7728,282463.8722,40853758286,6.907412969,0.897302586
0,>-0.25 and <=0,-999,N.A.,7/1/2009,120386307.3,578,5.336448263,287.4506979,17.8262683,269657.6341,259516.1774,125987744,12.42675594,0.476216384
0,>-0.25 and <=0,550,<=550,7/1/2009,20640656.58,158,5.329673249,303.0928055,36.65633157,190923.967,180313.3855,22211294,27.32289611,-0.005651216
0,>-0.25 and <=0,680,>550 and <=680,7/1/2009,3611552588,19608,5.317420324,300.9407921,20.6353577,248995.106,241076.2877,3765636453,8.822875504,0.410193468
0,>-0.25 and <=0,740,>680 and <=740,7/1/2009,14417068772,67117,5.314194107,316.8969103,15.81955263,276798.6352,270416.5219,14869753057,10.8750401,0.507496972
0,>-0.25 and <=0,29999,>740,7/1/2009,35822816799,168235,5.311027888,317.9485582,13.39632479,278837.1254,272227.6805,37039400210,15.03783238,0.948179182
250,>0 and <=0.25,-999,N.A.,7/1/2009,223037863.2,992,5.558298061,316.8057003,18.37998474,280083.3118,271798.7414,231367131,15.93161575,0.53299446
250,>0 and <=0.25,550,<=550,7/1/2009,27640359.71,240,5.563914587,286.5404074,45.9574004,178694.7162,165923.0538,30038217,0.003098118,0.003098118
250,>0 and <=0.25,680,>550 and <=680,7/1/2009,6949836819,37239,5.568027691,305.8777134,24.79641418,249554.7416,240940.925,7257172189,12.84433331,0.231470847
250,>0 and <=0.25,740,>680 and <=740,7/1/2009,22762990885,106550,5.566734822,315.0946551,21.34522313,274207.9409,266390.9297,23607827826,16.21054695,0.44163967
250,>0 and <=0.25,29999,>740,7/1/2009,45984546768,219500,5.565299201,313.5638596,19.51773389,274327.7895,265774.3288,47963714499,22.35581123,0.862377792
29999,>0.25,-999,N.A.,7/1/2009,1846539217,11465,6.389090557,326.098424,24.66187526,226741.7143,220000.7603,1927212113,24.61394887,0.862604426
29999,>0.25,550,<=550,7/1/2009,1907371587,17042,7.439152748,308.0849347,39.48713709,171488.6732,165701.0084,2016805223,15.41830849,0.058330093
29999,>0.25,680,>550 and <=680,7/1/2009,1.57227E+11,930911,6.503519209,322.7270159,27.1525753,226129.7469,219932.7867,1.6238E+11,18.20284769,0.163142848
29999,>0.25,740,>680 and <=740,7/1/2009,2.46871E+11,1309693,6.340953752,323.1205031,26.13892695,248653.8222,242059.048,2.5497E+11,22.60449293,0.284705277
29999,>0.25,29999,>740,7/1/2009,3.01656E+11,1669548,6.24674318,319.5770165,25.41376374,245094.9493,237342.5957,3.148E+11,30.80508154,0.652091766
-2000,<=-2,680,>550 and <=680,6/1/2009,827998,4,,295.5014336,64.49856642,263211.1293,235040.9932,919575,-1.164377382,-1.164377382
-2000,<=-2,740,>680 and <=740,6/1/2009,1559050,7,,299.8223848,60.00223149,249371.7588,232857.1941,1671600,-0.555534386,-0.555534386
-2000,<=-2,29999,>740,6/1/2009,1164440.898,8,,297.0136562,63.03432876,346246.2219,284880.4812,1598900,-0.864596968,-0.864596968
-1750,>-2 and <=-1.75,680,>550 and <=680,6/1/2009,966076.0039,7,,301.2885296,58.71147041,183724.1249,170774.017,1040950,-0.865269793,-0.865269793
-1750,>-2 and <=-1.75,740,>680 and <=740,6/1/2009,7150415.494,32,,319.7839939,39.60481138,294392.6479,287762.2381,7514855,31.26151726,0.085350406
-1750,>-2 and <=-1.75,29999,>740,6/1/2009,10810273.8,43,,319.8948761,40.06294073,316001.4102,303255.6135,11470111,0.318352941,0.318352941
-1500,>-1.75 and <=-1.5,680,>550 and <=680,6/1/2009,1793713.203,10,,299.8111252,60.18887479,230775.7495,206645.0857,1996815,-0.369123342,-0.369123342
-1500,>-1.75 and <=-1.5,740,>680 and <=740,6/1/2009,4460515.395,26,,299.1426862,60.88447164,232411.6329,208037.2561,5115492,4.859357767,4.859357767
-1500,>-1.75 and <=-1.5,29999,>740,6/1/2009,7872020.797,44,,298.0000556,59.95709401,239209.3417,215799.6748,8859797,7.319375455,-0.068392486
-1250,>-1.5 and <=-1.25,680,>550 and <=680,6/1/2009,4602955.496,22,,303.6261287,56.48096059,276815.2901,252582.355,5080599,39.55952,-0.116737063
-1250,>-1.5 and <=-1.25,740,>680 and <=740,6/1/2009,16595141.5,86,,301.4602223,58.53933327,249936.5134,224634.6016,18697943,20.8968018,-0.174486524
-1250,>-1.5 and <=-1.25,29999,>740,6/1/2009,33068980.06,182,,300.1378143,59.80338245,245008.7673,221233.7747,37844906,17.18979525,0.364711881
-1000,>-1.25 and <=-1,680,>550 and <=680,6/1/2009,16338817.7,86,3.749999958,296.0609242,61.33333925,238591.338,219194.2208,17911976,42.36788266,-0.645971057
-1000,>-1.25 and <=-1,740,>680 and <=740,6/1/2009,49196407.68,264,3.750000006,293.5268299,59.91373423,245126.2924,221133.0113,55149204,39.0389591,0.573567961
-1000,>-1.25 and <=-1,29999,>740,6/1/2009,123857434.9,690,3.749999979,296.5852517,59.9319298,245058.3145,217008.2908,145491468,38.3028691,2.432221311
-750,>-1 and <=-0.75,-999,N.A.,6/1/2009,124647,1,,292,68,139999.9997,124646.9991,140000,-0.361678986,-0.361678986
-750,>-1 and <=-0.75,550,<=550,6/1/2009,24699,1,,172,188,35000.00097,24698.99899,35000,-0.802182684,-0.802182684
-750,>-1 and <=-0.75,680,>550 and <=680,6/1/2009,48008254.23,257,3.98035918,293.87586,58.48577484,250690.4046,227678.1588,53910093,22.16069095,0.093933479
-750,>-1 and <=-0.75,740,>680 and <=740,6/1/2009,160974925.6,865,3.952299238,294.7606595,57.24113264,245075.5971,222736.3857,181368641,33.54698026,0.169408911
-750,>-1 and <=-0.75,29999,>740,6/1/2009,368174965.8,1997,3.968502549,294.9717831,59.2067644,250180.9871,221855.7977,432681633,41.21250357,1.253607999
-500,>-0.75 and <=-0.5,-999,N.A.,6/1/2009,1733855,7,4.25,212.3037036,11.17366908,263721.1716,261302.6345,1750200,0.980295673,0.980295673
-500,>-0.75 and <=-0.5,550,<=550,6/1/2009,1079594.699,6,4.249999991,269.4868121,32.52087515,260667.8061,257749.4166,1099000,-0.086078562,-0.086078562
-500,>-0.75 and <=-0.5,680,>550 and <=680,6/1/2009,152017436.8,823,4.250306802,268.6734583,29.95313868,241043.4091,229913.1493,160990686,13.75167394,1.079528165
-500,>-0.75 and <=-0.5,740,>680 and <=740,6/1/2009,792308797.5,3793,4.250590089,274.9340749,18.90326916,265659.8452,257804.5943,824687328,7.760380784,0.679576994
-500,>-0.75 and <=-0.5,29999,>740,6/1/2009,3264391172,15603,4.25074307,269.1327858,12.02729881,265565.7802,259498.9613,3372479297,8.691404803,0.966270398
-250,>-0.5 and <=-0.25,-999,N.A.,6/1/2009,5746780.096,35,4.418036932,189.828739,14.95256577,222568.1571,211534.0706,6065652,0.359171351,0.359171351
-250,>-0.5 and <=-0.25,550,<=550,6/1/2009,848428.1016,7,4.458925231,217.4933588,24.05410161,163546.5177,154472.5447,922730,-0.110102082,-0.110102082
-250,>-0.5 and <=-0.25,680,>550 and <=680,6/1/2009,485934808.6,2766,4.460454248,268.9490689,19.36281123,234233.385,227311.9993,505013572,8.290434406,0.540949796
-250,>-0.5 and <=-0.25,740,>680 and <=740,6/1/2009,3186995519,15340,4.459237618,290.0757825,9.656712529,266734.247,262564.3084,3258022087,4.455216824,0.625729342
-250,>-0.5 and <=-0.25,29999,>740,6/1/2009,14938897042,70481,4.458560754,296.5233842,5.781472819,269243.6486,266250.0075,15176927527,4.554942729,0.975531856
0,>-0.25 and <=0,-999,N.A.,6/1/2009,22945157.4,136,4.725987258,193.1136117,16.61542982,236547.0749,222893.1394,24524773,0.906402186,0.906402186
0,>-0.25 and <=0,550,<=550,6/1/2009,2345732.102,19,4.730485599,281.1158722,30.58364701,152762.2675,144040.5492,2572766,0.203099445,0.203099445
0,>-0.25 and <=0,680,>550 and <=680,6/1/2009,1252464108,6581,4.719984544,289.1833185,13.8763729,253355.174,247994.9501,1289587014,4.825573822,0.454132655
0,>-0.25 and <=0,740,>680 and <=740,6/1/2009,9267709038,40925,4.718013354,315.933136,6.842831422,280811.291,277846.5752,9404328567,3.355594549,0.531482108
0,>-0.25 and <=0,29999,>740,6/1/2009,41330094629,180651,4.71767911,322.1713153,4.38710957,281359.7889,279008.0997,41823973553,3.40343006,0.933227011
250,>0 and <=0.25,-999,N.A.,6/1/2009,61128431.29,326,4.927696902,204.4111364,16.04275341,242776.1124,229572.589,65025632,13.28712906,1.634067748
250,>0 and <=0.25,550,<=550,6/1/2009,7659442.008,52,4.95309402,310.7557745,29.87876429,206982.4517,199832.189,8104487,0.03216897,0.03216897
250,>0 and <=0.25,680,>550 and <=680,6/1/2009,2368935512,12384,4.931601529,308.4654349,13.93265859,253971.1909,248533.9616,2438753792,6.518307134,0.439285995
250,>0 and <=0.25,740,>680 and <=740,6/1/2009,14502719480,65045,4.925123952,328.2155341,8.144637515,280626.0549,277271.8788,14743677772,4.876762702,0.479389615
250,>0 and <=0.25,29999,>740,6/1/2009,53564684299,237316,4.919369152,332.0668283,5.579102365,284754.9144,281895.2093,54330835838,5.024685815,0.813542805
29999,>0.25,-999,N.A.,6/1/2009,2262085865,13391,6.240423337,323.2172556,22.66022527,235359.8967,228524.4381,2356418932,23.91068696,0.842649855
29999,>0.25,550,<=550,6/1/2009,1993969977,17762,7.394081472,308.5774057,38.71571463,171756.9641,165976.3231,2107328467,19.32095141,0.088246276
29999,>0.25,680,>550 and <=680,6/1/2009,1.71276E+11,1004470,6.441369542,322.3817155,25.9599983,228017.0952,221896.0688,1.76808E+11,18.99628314,0.195930293
29999,>0.25,740,>680 and <=740,6/1/2009,2.94161E+11,1525884,6.218148209,322.9937227,24.1684234,253071.6171,246628.7872,3.03524E+11,24.79234871,0.329738289
29999,>0.25,29999,>740,6/1/2009,4.0811E+11,2158717,6.053924343,319.6903594,22.32644225,254101.3419,246663.6248,4.24723E+11,35.15645808,0.723714913
-2000,<=-2,680,>550 and <=680,5/1/2009,829231,4,,296.5002044,63.49979559,263241.9705,235444.5316,919575,-1.160981424,-1.160981424
-2000,<=-2,740,>680 and <=740,5/1/2009,1562521,7,,300.8218968,59.00257149,249387.5851,233402.5865,1671600,-0.109860138,-0.109860138
-2000,<=-2,29999,>740,5/1/2009,1169842.301,8,,298.0219218,62.02593736,346101.7639,285062.0691,1598900,2.676065976,2.676065976
-1750,>-2 and <=-1.75,680,>550 and <=680,5/1/2009,967235.3965,7,,302.2898345,57.7101655,183683.808,170896.9478,1040950,-1.243892371,-1.243892371
-1750,>-2 and <=-1.75,740,>680 and <=740,5/1/2009,7157280.398,32,,320.7614524,38.62296504,294284.9323,287787.1626,7514855,0.062593305,0.062593305
-1750,>-2 and <=-1.75,29999,>740,5/1/2009,10823286.6,43,,320.8798236,39.07796253,315918.326,303405.9451,11470111,0.348351604,0.348351604
-1500,>-1.75 and <=-1.5,680,>550 and <=680,5/1/2009,1797055.203,10,,300.8113006,59.18869938,230797.3558,207067.7256,1996815,-0.386018627,-0.386018627
-1500,>-1.75 and <=-1.5,740,>680 and <=740,5/1/2009,4751398.293,27,,299.6579504,60.36759261,237802.4073,212851.2835,5438192,51.98085716,-0.405615822
-1500,>-1.75 and <=-1.5,29999,>740,5/1/2009,7887857.602,44,,298.9890957,58.95844896,239186.1806,216170.5685,8859797,0.038560522,0.038560522
-1250,>-1.5 and <=-1.25,680,>550 and <=680,5/1/2009,4972323.605,23,,304.3624783,55.73685999,283687.1488,260887.791,5451949,59.47922985,-0.176455945
-1250,>-1.5 and <=-1.25,740,>680 and <=740,5/1/2009,17637776.68,91,,302.3556414,57.64392857,252251.1125,226789.1038,20067943,50.74740841,-0.095958394
-1250,>-1.5 and <=-1.25,29999,>740,5/1/2009,33995997.85,186,,301.0671542,58.87555879,245165.5143,221645.6908,38808526,26.63879633,0.25505282
-1000,>-1.25 and <=-1,680,>550 and <=680,5/1/2009,16489393.4,87,3.749999958,297.0117414,60.3938253,237884.8028,218770.9554,18059976,8.018372078,-0.882724003
-1000,>-1.25 and <=-1,740,>680 and <=740,5/1/2009,50328733.32,270,3.75,294.9219411,59.09983474,245431.8219,221719.1054,56391760,24.34791466,-0.288891758
-1000,>-1.25 and <=-1,29999,>740,5/1/2009,126980240.8,707,3.75,297.7294868,59.06276577,244435.5171,216818.398,148658408,26.88290177,1.79581752
-750,>-1 and <=-0.75,-999,N.A.,5/1/2009,124865,1,,293,67,139999.9941,124865.001,140000,-0.371594913,-0.371594913
-750,>-1 and <=-0.75,550,<=550,5/1/2009,24788.69922,1,,173,187,35000.0003,24788.6995,35000,-0.802923363,-0.802923363
-750,>-1 and <=-0.75,680,>550 and <=680,5/1/2009,48616461.43,258,3.966093866,296.1871497,57.80090187,251378.3124,228424.8598,54542618,20.23058751,0.778220558
-750,>-1 and <=-0.75,740,>680 and <=740,5/1/2009,163574686.7,865,3.937642347,296.690648,56.62339806,246300.9882,224148.2754,183985791,22.97863023,0.072895468
-750,>-1 and <=-0.75,29999,>740,5/1/2009,384717814.2,2058,3.960222166,296.8880388,58.60414905,251279.8616,223045.5386,451072451,43.65136649,2.90468027
-500,>-0.75 and <=-0.5,-999,N.A.,5/1/2009,1051173,4,4.25,213.7052312,16.67277508,268339.4565,265747.9803,1061800,0.065837224,0.065837224
-500,>-0.75 and <=-0.5,550,<=550,5/1/2009,815490.3008,5,4.25,299.6613922,42.12870393,258978.1417,255561.6855,833300,-0.044707089,-0.044707089
-500,>-0.75 and <=-0.5,680,>550 and <=680,5/1/2009,127915542.6,696,4.24817148,280.2333575,35.31780225,243276.8376,230358.8453,136844574,15.99879837,0.281080768
-500,>-0.75 and <=-0.5,740,>680 and <=740,5/1/2009,603322082.1,2934,4.249706588,286.0960856,24.11986104,264879.7999,255147.4578,634239112,12.55448562,0.434850114
-500,>-0.75 and <=-0.5,29999,>740,5/1/2009,2301009811,11087,4.249915985,278.5072088,16.224868,265842.1323,258107.2677,2400913951,13.76437176,1.300985706
-250,>-0.5 and <=-0.25,-999,N.A.,5/1/2009,5592751.301,34,4.415300212,191.2389691,14.39638255,223887.7796,213420.5308,5885652,0.772742414,0.772742414
-250,>-0.5 and <=-0.25,550,<=550,5/1/2009,439812.9023,5,4.465596668,272.5546985,44.65371624,113567.1061,97448.19668,510291,-0.046940187,-0.046940187
-250,>-0.5 and <=-0.25,680,>550 and <=680,5/1/2009,400443260.1,2314,4.458574942,273.6923905,22.40276797,234262.5466,226544.0519,418176820,5.573385263,0.363913895
-250,>-0.5 and <=-0.25,740,>680 and <=740,5/1/2009,2441671948,12031,4.458021721,292.8112444,11.51214999,264177.1577,259530.3737,2504304955,7.726725687,0.638425983
-250,>-0.5 and <=-0.25,29999,>740,5/1/2009,11006339669,52954,4.45707427,298.7158456,6.579024893,267229.181,264062.3378,11202317285,5.242226255,1.006587408
0,>-0.25 and <=0,-999,N.A.,5/1/2009,22524916.3,135,4.725667383,189.5689501,15.9163878,233748.8934,220655.0455,24039273,14.47334667,0.622943294
0,>-0.25 and <=0,550,<=550,5/1/2009,1844476.008,16,4.720408052,260.5116306,37.74716723,143610.3056,132811.2747,2065345,-0.069386319,-0.069386319
0,>-0.25 and <=0,680,>550 and <=680,5/1/2009,980076336.9,5234,4.720782832,287.3678173,16.44163839,250737.2042,244563.0644,1014194837,5.867523246,0.418600308
0,>-0.25 and <=0,740,>680 and <=740,5/1/2009,6609916675,29969,4.721970819,313.5516964,8.192472828,276484.88,273111.9096,6726552207,5.003249715,0.777606365
0,>-0.25 and <=0,29999,>740,5/1/2009,29157549162,130183,4.721891297,320.7856725,4.75998604,278236.7429,275811.1718,29543963742,4.317049128,1.244429012
250,>0 and <=0.25,-999,N.A.,5/1/2009,61474038.92,327,4.927217475,205.4326811,15.29982924,242039.4797,229671.9461,65126632,1.009150704,1.009150704
250,>0 and <=0.25,550,<=550,5/1/2009,6558237.592,46,4.968154551,304.1153818,33.80040553,204239.6507,196165.7195,6990451,0.043571706,0.043571706
250,>0 and <=0.25,680,>550 and <=680,5/1/2009,2094399826,11017,4.932671777,306.5363633,14.81615067,253378.2715,247700.8067,2159780335,5.492010924,0.486960177
250,>0 and <=0.25,740,>680 and <=740,5/1/2009,12158544126,54790,4.926261147,326.4475503,8.536713995,279595.7985,276150.8057,12371862269,5.357594222,0.604804364
250,>0 and <=0.25,29999,>740,5/1/2009,44408303078,197755,4.921340942,330.8173421,5.528764441,283024.3569,280216.6063,45056881146,6.6319651,0.990415171
29999,>0.25,-999,N.A.,5/1/2009,2323197142,13693,6.24226796,324.258607,21.70114377,235832.8046,229296.5422,2416681557,26.74351837,0.664909201
29999,>0.25,550,<=550,5/1/2009,2024115952,18070,7.398935494,309.3066399,37.95581953,171196.4969,165576.2464,2137304029,18.9860558,0.07817022
29999,>0.25,680,>550 and <=680,5/1/2009,1.7344E+11,1015730,6.446125656,323.2902129,25.03847335,227946.4124,222048.5631,1.78839E+11,17.2233657,0.183329637
29999,>0.25,740,>680 and <=740,5/1/2009,2.98065E+11,1543809,6.227449309,323.7305496,23.33613687,253033.7152,246804.192,3.07241E+11,22.89773509,0.324441541
29999,>0.25,29999,>740,5/1/2009,4.17445E+11,2200837,6.067847428,320.2467988,21.58788178,254247.3697,247007.9388,4.33954E+11,35.9364588,0.757052835
-2000,<=-2,680,>550 and <=680,4/1/2009,1799566.801,11,,300.6178416,59.38215836,220416.8379,201056.8214,1960525,-0.718007067,-0.718007067
-2000,<=-2,740,>680 and <=740,4/1/2009,8902620.006,40,,317.7941201,41.67613547,284067.8289,276108.564,9365655,20.93259334,-0.091571552
-2000,<=-2,29999,>740,4/1/2009,12770700.5,53,,319.6414556,40.35642156,322540.8028,306531.6461,13832603,52.38315874,0.237309681
-1750,>-2 and <=-1.75,680,>550 and <=680,4/1/2009,1801051.398,10,,301.8113616,58.18863837,230798.8755,207530.6397,1996815,0.059099734,0.059099734
-1750,>-2 and <=-1.75,740,>680 and <=740,4/1/2009,5000957.5,28,,300.7716427,59.25266626,239597.6811,214560.4871,5713192,44.55712521,-0.258155155
-1750,>-2 and <=-1.75,29999,>740,4/1/2009,8907584.414,50,,299.8648552,58.31775179,237394.1061,214285.4342,10026959,76.1892497,-8.45E-05
